id,lat,lon,name
256540536,49.3093371,-123.0424396,Save-On-Foods
384254462,49.170796,-123.182992,Save-On-Foods
384254535,49.1714559,-123.133239,PriceSmart Foods
384254547,49.1861767,-123.1333444,Osaka Supermarket
472566069,49.2193088,-123.1497429,Choices Market
482696840,49.2794186,-122.967118,Safeway
505778836,49.278642,-123.1216903,Nesters Food Market
513053228,49.2800788,-123.1174613,IGA
567130600,49.2639998,-123.115281,Whole Foods Market
582799000,49.2630032,-123.1001861,Home on the Range Organics
635890635,49.2578707,-123.1656956,Choices Market
638861830,49.2767415,-123.130413,Sashimiya
642897590,49.2665997,-123.2430629,H Mart
649986265,49.2892045,-123.1225516,Urban Fare
700544442,49.2484002,-123.0715121,Famous Foods
700544521,49.2320932,-123.0330707,Safeway
700713952,49.2254784,-123.0777343,Save and Stay Food Store
721674468,49.2269806,-123.0659649,Chong Lee Market
724596931,49.2576848,-123.1533962,Loblaws City Market
745987498,49.2690308,-123.046266,大統華 T&T Supermarket
747517211,49.2274377,-123.001096,Real Canadian Superstore
747517219,49.2249256,-122.999969,大統華 T&T Supermarket
763981086,49.1986818,-122.9802613,Save-On-Foods
767351942,49.2186718,-122.956695,Save-On-Foods
811017663,49.2542649,-123.1154053,Choice's Market
811017679,49.2646749,-123.1142444,Save-On-Foods
811017732,49.2757311,-123.124231,Choices
815717481,49.3173488,-122.970657,Safeway
822484876,49.2310934,-123.0653191,Doli Supermarket
822484887,49.2256284,-123.0538178,88 Supermarket
828255496,49.2144445,-122.9891521,Buy-Low Foods
905410310,49.2822136,-123.124929,IGA
955335287,49.2683866,-123.15711,Whole Foods Market
971163075,49.2717616,-123.0278191,Bosa Foods
984956512,49.2587727,-123.1384619,Meinhardt
988469967,49.2699026,-122.946036,Sungiven Foods
991590485,49.2608325,-123.1154257,Kin's Farm Market
1042158580,49.264314,-123.173526,Parthenon Market
1141727696,49.2575122,-123.127469,Sunshine Market
1333826558,49.3359344,-123.0387616,Nourish
1413898119,49.3510617,-123.253184,Safeway
1413917021,49.3350386,-123.182194,IGA
1430594618,49.2799356,-123.1081374,大統華 T&T Supermarket
1431507811,49.2292977,-123.0909016,Buy-Low Foods
1499626801,49.2766085,-123.0770211,Fujiya
1715797014,49.1778527,-123.1382582,Izumiya Japanese Marketplace
1726097909,49.180504,-123.1357268,New 2000 Supermarket
1737960052,49.2678023,-123.1428569,No Frills
1744065340,49.2654166,-122.978001,Buy Low Foods
1752259248,49.1843782,-123.114353,Rainbow Market
1828159048,49.2706918,-123.1059569,Urban Fare
1927003495,49.2736623,-123.120383,Urban Fare
1931861167,49.2412049,-123.0656596,88 Supermarket
1934816976,49.269774,-123.0704023,SuperValu
1935696533,49.2487875,-123.075626,Save-On-Foods
1945298040,49.232374,-123.065773,Osoyoos Produce
1945301339,49.2307413,-123.0658214,Consumer Food Market
2061050829,49.322225,-123.073362,Persia Foods
2073731028,49.2812715,-123.055807,BK Market
2269962036,49.2805229,-123.118864,H Mart
2464516836,49.2859852,-123.1244926,Urban Fare
2533689703,49.2445055,-123.1539066,Finest at Sea
2533690300,49.2446887,-123.1539026,M & M Meats
2585997100,49.3341294,-123.0400917,Save-On-Foods
2651272309,49.2751966,-123.069286,East End Food Co-op
2714484720,49.2246448,-122.9891519,Boemma Euro Foods & Deli
2791800325,49.3327128,-123.0905335,Safeway
2953672923,49.2749734,-123.0697259,Drive Organics
2955228072,49.2648601,-123.0694984,Dollar Grocers
3218202567,49.237471,-123.0491347,Great Two Supermarket
3254066746,49.1736544,-123.148814,大統華 T&T Supermarket
3390473276,49.2185972,-123.0399075,Your Independent Grocer
3738440875,49.2827054,-123.1115927,Pender Grocery
3742365829,49.2092549,-123.1408604,Safeway
3793753710,49.2900594,-123.132718,Whole Foods Market
3892437952,49.283592,-123.1168276,Meinhardt Fine Foods
3908795275,49.2380733,-123.0656159,JJ Sri Lankan Store
3940620195,49.2825578,-123.1071738,Nesters Market
3965204985,49.209749,-123.116122,大統華 T&T Supermarket
3979056491,49.2676796,-123.0694534,First Ravioli Store
3980931108,49.2660422,-123.004925,Whole Foods Market
4000060604,49.2328032,-123.03364,Consumers Produce
4170640377,49.2588293,-123.1017686,Save-On-Foods
4232382697,49.2681104,-123.186346,Jason's No Frills
4232390790,49.268724,-123.1820452,IGA
4238182492,49.2437046,-123.0900608,Shoppers Drug Mart
4238210091,49.2445601,-123.0899892,No Frills
4287080663,49.32069,-123.0962568,Thrifty Foods
4305377798,49.2804768,-123.131611,Mi Tierra Latina
4319033390,49.2626969,-123.092376,Kim's Mart
4343680242,49.2638885,-123.2558898,Harvest
4401379671,49.305953,-123.0156499,Stong's Market
4452893799,49.1914714,-123.1271118,Foody World
4461277189,49.2497996,-123.1007881,The August Market
4503723414,49.263616,-123.1499525,Greens Organic and Natural Market
4503723423,49.2637712,-123.1570948,IGA
4580421990,49.3199819,-123.1019006,The Cheese​ Man
4586544564,49.3245701,-123.1092299,Save-On-Foods
4613611055,49.1903153,-122.9502645,Bulk Barn
4636074593,49.2482911,-123.185444,Stong's Market
4643993089,49.1832276,-123.134218,H Mart
4675760389,49.2870439,-123.119786,Fujiya
4771874022,49.3276283,-123.138999,Loblaws
4833189537,49.2887465,-123.138325,No Frills
4887081852,49.3260707,-123.0719789,Vanak
4937598273,49.2322091,-123.0657913,K Goods Produce
4957714312,49.2252001,-123.0909725,Garden Fresh Food & Grocery
4957825544,49.2448927,-123.1015697,Nester's Market
4957934634,49.2526148,-123.0814644,My Tho Supermarket
4971491098,49.2379258,-123.032415,Kay Market
5004274559,49.1750886,-123.1333013,Langley Farm Market
5008747008,49.1987982,-122.975236,Sungiven Foods
5032931733,49.3233523,-123.1143398,Meridian Farm Market
5032931736,49.3236668,-123.115887,Sungiven Foods
5040482369,49.1785608,-123.121086,Darumaya
5041710308,49.1707666,-123.1331778,Grand Value Asian Supermarket
5041710311,49.1705074,-123.1334469,Golden Summit
5041727555,49.1750732,-123.1326336,Smart 'n Save
5042093551,49.1872202,-123.12925,2000 Supermarket
5311540456,49.3205497,-123.0954837,Choice's Markets
5536929322,49.2795476,-122.9688241,Parkgate Farm Market
5569314288,49.2195436,-123.0405139,Kin's Farm Market
5570346978,49.2289211,-123.002018,PriceSmart Foods
5720904683,49.205383,-123.007612,Choice's Markets
5720904684,49.2063689,-123.007859,The Low Carb Grocery
5759788842,49.2347553,-123.1580423,Kin's Farm Market
5759788853,49.2348683,-123.1600043,West Wood Organics
5759848931,49.235926,-123.185527,H-Mart
5835758622,49.2835209,-123.075774,Powell Brewery
5925534985,49.2745481,-123.1259674,Farm to Table
5950632811,49.3288994,-123.1558336,Mitra's Market
5994415255,49.1856938,-123.1302676,New Hong Kong Supermarket
6136505599,49.2809076,-123.0118516,Red Apple Market
6136542354,49.2259507,-123.0909427,Money BBQ & Produce
6136798875,49.2262737,-123.1018111,Persia Foods
6148845954,49.320104,-123.0712773,Whole Foods Market
6241032643,49.2259885,-123.065506,Golden Star Supermarket
6302107028,49.2666239,-123.2497627,International News Market
6302107033,49.2663499,-123.2493496,Grocery Checkout
6326045153,49.2430559,-123.061666,大統華 T&T Supermarket
6410838666,49.262667,-123.0896109,Nada
6434862017,49.3250418,-123.137717,Osaka - Park Royal
6577533723,49.252225,-123.080692,New Fresh Supermarket
6638583906,49.2239442,-122.9829999,Assi Market
6741233053,49.2062939,-123.0303087,Save-On-Foods
6741265866,49.227333,-123.1554005,Save-On-Foods
6806550826,49.2745499,-123.120321,La Bottega Di Mangia
6813241505,49.2626519,-123.099624,Nester's Market
6862194076,49.2642278,-123.169179,Persia Foods
6862244146,49.3100112,-123.0783124,Larry's Market
7005912907,49.2193859,-122.9501231,Grand Food Mart
7016422910,49.3386763,-123.1032461,Thrifty Foods
7016455366,49.2608683,-123.116991,Sungiven Foods
7062119702,49.2682595,-123.0694397,Mediterranean Specialty Foods
7083403419,49.1642928,-123.1350627,Wah Shang Supermarket
7083406176,49.2902777,-123.1344236,Aria Market
7198216526,49.3161568,-122.971146,The Source Bulk Foods
7368543799,49.2808949,-123.013843,Sungiven Foods
7377426636,49.2623979,-123.0971766,Buy-Low Foods
7443788485,49.2819265,-123.1329073,Collective Market
7508864717,49.2793736,-123.0654619,Bosa Foods
7590801237,49.2855022,-123.1387341,Safeway
7863899172,49.2194147,-122.94925,Buy-Low Foods
8294734201,49.275371,-123.130507,Fresh Street Market
8326257083,49.2642796,-123.1714968,F.I.S.H Market/ Cafe
8473229177,49.2486073,-123.1539021,Safeway
8541566047,49.264419,-123.1780803,Sungiven Foods
8699691023,49.2198456,-122.9730849,King's Market
8724590031,49.2243723,-123.1018821,Punjab Food Center
8808637992,49.3225591,-123.0954835,Hodori Market
9025493155,49.3123163,-123.081854,IGA
9025574480,49.3240957,-123.115058,Bulk Barn
9032710477,49.281206,-123.1006063,Eastend Grocers/Deli
9083023595,49.2716252,-123.155276,Kitsilano Natural Foods
9136754756,49.2469714,-123.1014459,Jasmine Mediterranean Foods
9181815216,49.3239122,-123.0718946,Loblaws City Market;Loblaws
9219795195,49.2195023,-122.9569006,Jumbo Super Market
9707740852,49.2917711,-123.13526,Lucifer's
9708365867,49.2910954,-123.1352423,Safeway
9823851067,49.281237,-123.0167046,Mi Tierra Latina
10025349888,49.2641842,-123.166285,The Source Bulk Foods
10108044425,49.2668751,-123.0081019,Save-On-Foods
10203000018,49.2187462,-122.962929,Persia Food
10613042205,49.2656964,-123.2369453,Urban Fare
10802453606,49.2311611,-123.0046692,Save-On-Foods
10889324465,49.1801132,-123.1384282,Big Crazy Supermarket
